TF,Target
EGR1,EP300
EGR1,EPX
EGR1,F3
EGR1,FAS
EGR1,FASLG
EGR1,FASN
EGR1,FCER2
EGR1,FGF13
EGR1,FGF2
EGR1,FGFR3
EGR1,FLT1
EGR1,FN1
EGR1,FOSL1
EGR1,GDF15
EGR1,GDNF
EGR1,GGPS1
EGR1,HIF1A
EGR1,HSD11B2
EGR1,HYAL1
EGR1,IFNG
EGR1,IGF2
EGR1,IL2
EGR1,IL2RB
EGR1,IL3
EGR1,IL6
EGR1,IMPDH2
EGR1,JUN
EGR1,KCNH8
EGR1,LDLR
EGR1,LHB
EGR1,LMTK2
EGR1,LTB
EGR1,MMP14
EGR1,MYB
EGR1,MYC
EGR1,NAB2
EGR1,NFKB1
EGR1,PCSK2
EGR1,PDGFA
EGR1,PDGFB
EGR1,PDGFC
EGR1,PLAU
EGR1,PLAUR
EGR1,POR
EGR1,PPARG
EGR1,PSEN2
EGR1,PTEN
EGR1,PTGES
EGR1,PTGS2
EGR1,PTP4A1
EGR1,RBL2
EGR1,RELA
EGR1,RET
EGR1,SERPINE1
EGR1,SLC1A4
EGR1,SLC4A2
EGR1,SLC5A5
EGR1,SLC9A3
EGR1,SOD1
EGR1,SOS1
EGR1,SPP1
EGR1,SPRY1
EGR1,STIM1
EGR1,STMN1
EGR1,SYN1
EGR1,SYN2
EGR1,TBXA2R
EGR1,TCF4
EGR1,TFPI2
EGR1,TGFB1
EGR1,TGFBR2
EGR1,TH
EGR1,THBS1
EGR1,TIMP2
EGR1,TIMP3
EGR1,TMPO
EGR1,TNF
EGR1,TOE1
EGR1,TP53
EGR1,TP73
EGR1,TPO
EGR1,UBE2S
EGR1,VAMP2
EGR1,VEGFA
EGR1,WNT4
EGR1,WT1
EGR2,FASLG
EGR2,IGF2
EGR3,NAB2
EHF,SPRR1B
ELF1,BRCA2
ELF1,MEIS1
ELF2,VCP
ELF3,SPRR2A
ELK1,ACTA2
ELK1,CDKN1B
ELK1,CITED2
ELK1,DDIT4
ELK1,EGR1
ELK1,ERBB2
ELK1,F2
ELK1,FOS
ELK1,FOSL1
ELK1,FUT4
ELK1,IER2
ELK1,JUNB
ELK1,LY96
ELK1,MCL1
ELK1,MDM4
ELK1,MMP13
ELK1,MYLK
ELK1,NR1H2
ELK1,NR4A1
ELK1,PDGFB
ELK1,PRKCA
ELK1,PSEN1
ELK1,PTPRZ1
ELK1,SLU7
ELK1,SOD1
ELK1,SRF
ELK1,TAGLN
ELK1,TBP
ELK1,TLR9
ELK1,TNF
ELK1,VIL1
ELK3,FOS
ELK4,FOS
EN1,UTRN
EPAS1,ADORA2A
EPAS1,BHLHE40
EPAS1,CA9
EPAS1,EGLN3
EPAS1,EPO
EPAS1,FLT1
EPAS1,PDGFB
EPAS1,POU5F1
EPAS1,SERPINE1
EPAS1,SLC11A2
EPAS1,SPHK1
EPAS1,TERT
EPAS1,VEGFA
ERF,ETS2
ERG,CDH5
ERG,ENG
ERG,ERG
ERG,FGF2
ERG,HMOX1
ERG,ICAM1
ERG,ICAM2
ERG,MMP3
ERG,MMP9
ERG,NOS3
ERG,TMPRSS2
ERG,VIM
ERG,VWF
ESR1,ABCG2
ESR1,ADORA1
ESR1,AKT1
ESR1,AKT2
ESR1,ANGPTL4
ESR1,APOA1
ESR1,AR
ESR1,ARID5B
ESR1,ATP2B1
ESR1,ATP2B2
ESR1,ATP2B4
ESR1,AVP
ESR1,AXIN2
ESR1,B4GALNT2
ESR1,BCL2
ESR1,BCL9
ESR1,BLM
ESR1,BMP6
ESR1,BTG2
ESR1,C3
ESR1,CAD
ESR1,CAPN2
ESR1,CAV1
ESR1,CAV2
ESR1,CCN5
ESR1,CCND1
ESR1,CCT6B
ESR1,CD24
ESR1,CD86
ESR1,CDH1
ESR1,CDKN1A
ESR1,CDKN1B
ESR1,CEACAM3
ESR1,CEBPB
ESR1,CHAT
ESR1,CLDN4
ESR1,CRH
ESR1,CRHBP
ESR1,CRYZ
ESR1,CTNNB1
ESR1,CTSD
ESR1,CXCL12
ESR1,CXCL8
ESR1,CYP19A1
ESR1,CYP1A1
ESR1,CYP1B1
ESR1,CYP2C19
ESR1,E2F1
ESR1,EBAG9
ESR1,EDN3
ESR1,EGF
ESR1,EGFR
ESR1,ERG
ESR1,ESR1
ESR1,ESRRA
ESR1,F12
ESR1,FBLN1
ESR1,FBLN2
ESR1,FOS
ESR1,FOSL1
ESR1,FOXC1
ESR1,FOXO1
ESR1,FOXP1
ESR1,GADD45G
ESR1,GREB1
ESR1,GRIN2D
ESR1,GSN
ESR1,HOXA10
ESR1,HSPB1
ESR1,IGF1
ESR1,IGFBP4
ESR1,ITGA2
ESR1,ITGB1
ESR1,JUN
ESR1,JUNB
ESR1,KAT2B
ESR1,KDR
ESR1,KRT13
ESR1,KRT15
ESR1,KRT18
ESR1,KRT19
ESR1,KRT37
ESR1,LGALS8
ESR1,LTF
ESR1,MACROD1
ESR1,MB
ESR1,MDM2
ESR1,MICB
ESR1,MMP13
ESR1,MTA3
ESR1,MYB
ESR1,MYC
ESR1,NBPF1
ESR1,NBPF15
ESR1,NBPF4
ESR1,NCOA1
ESR1,NCOA3
ESR1,NEK6
ESR1,NFIB
ESR1,NID2
ESR1,NOL3
ESR1,NOS3
ESR1,NOTCH2
ESR1,NOTCH2NLA
ESR1,NQO1
ESR1,NR5A2
ESR1,NRF1
ESR1,OXT
ESR1,PBX1
ESR1,PELP1
ESR1,PGR
ESR1,PLAC1
ESR1,PMAIP1
ESR1,POFUT1
ESR1,POR
ESR1,PPARD
ESR1,PPARG
ESR1,PRL
ESR1,PSG1
ESR1,PTMA
ESR1,PTPRG
ESR1,RARA
ESR1,REN
ESR1,RET
ESR1,RUNX2
ESR1,SEC61B
ESR1,SERPINB9
ESR1,SERPINE1
ESR1,SLC8A1
ESR1,SLC8A2
ESR1,SLC8A3
ESR1,SMARCA2
ESR1,SOCS3
ESR1,SP1
ESR1,SP3
ESR1,SPARC
ESR1,SPATA2
ESR1,SRC
ESR1,STAT5A
ESR1,TAC3
ESR1,TERT
ESR1,TFAP2C
ESR1,TFF1
ESR1,TGFA
ESR1,TNFRSF11B
ESR1,TNIP1
ESR1,TP53
ESR1,TRH
ESR1,TRIM16
ESR1,TSC22D3
ESR1,TYMS
ESR1,UGT2B15
ESR1,VEGFA
ESR1,WNT7A
ESR1,YWHAQ
ESR1,ZFHX3
ESR1,ZMYND8
ESR2,CD68
ESR2,COLEC12
ESR2,CTSD
ESR2,EBAG9
ESR2,FOS
ESR2,IL1RAP
ESR2,JUN
ESR2,MKNK2
ESR2,OXT
ESR2,PGR
ESR2,PTPRC
ESR2,RARA
ESR2,SERPINE1
ESR2,TERT
ESR2,TFF1
ESR2,TGFA
ESR2,TMSB4X
ESRRA,CYP19A1
ESRRA,NR2F6
ETS1,ABCB1
ETS1,ABCC1
ETS1,ANGPT2
ETS1,ANPEP
ETS1,ASAP1
ETS1,ATP2A3
ETS1,ATP5F1B
ETS1,ATXN2
ETS1,B3GAT3
ETS1,BAX
ETS1,BCL2
ETS1,BID
ETS1,BIRC2
ETS1,BMP4
ETS1,CASP8
ETS1,CCND1
ETS1,CD3D
ETS1,CD4
ETS1,CD5
ETS1,CD53
ETS1,CD6
ETS1,CD8A
ETS1,CDC37
ETS1,CDH13
ETS1,CDK11A
ETS1,CDK4
ETS1,CDKN1A
ETS1,CDKN1B
ETS1,CDKN2A
ETS1,CHUK
ETS1,CIP2A
ETS1,COL1A1
ETS1,COPS2
ETS1,COX4I1
ETS1,CSF2
ETS1,CSF3R
ETS1,CSNK2A1
ETS1,CSNK2A2
ETS1,CSNK2B
ETS1,CTSB
ETS1,CXCR4
ETS1,DAD1
ETS1,DNTT
ETS1,DUSP6
ETS1,ECE1
ETS1,EGR1
ETS1,EGR2
ETS1,EMSY
ETS1,ERG
ETS1,ETS1
ETS1,ETS2
ETS1,ETV4
ETS1,F13A1
ETS1,FAS
ETS1,FASLG
ETS1,FGFBP1
ETS1,FLI1
ETS1,FLT1
ETS1,FOS
ETS1,FOSL1
ETS1,FOXD1
ETS1,GABPA
ETS1,GP5
ETS1,GP6
ETS1,GP9
ETS1,GRPR
ETS1,GZMB
ETS1,HMOX1
ETS1,HPGD
ETS1,IER5
ETS1,IL10
ETS1,IL12B
ETS1,IL2
ETS1,IL2RB
ETS1,IL3
ETS1,IL5
ETS1,ITGA4
ETS1,ITGA5
ETS1,ITGB3
ETS1,JAK3
ETS1,LCK
ETS1,LCP1
ETS1,LTB
ETS1,LTF
ETS1,MCL1
ETS1,MDM2
ETS1,MET
ETS1,MGAT5
ETS1,MGAT5B
ETS1,MMP1
ETS1,MMP13
ETS1,MMP2
ETS1,MMP3
ETS1,MMP9
ETS1,MPL
ETS1,MYB
ETS1,NDRG1
ETS1,NFKB1
ETS1,NOS3
ETS1,NRP1
ETS1,OAS2
ETS1,PARP1
ETS1,PCSK6
ETS1,PF4
ETS1,PLAU
ETS1,POLD1
ETS1,POR
ETS1,PRL
ETS1,PSEN1
ETS1,PTGS2
ETS1,PTHLH
ETS1,PTPA
ETS1,RAD51
ETS1,RUNX1
ETS1,SLC19A1
ETS1,SLC26A3
ETS1,SMAD4
ETS1,SOCS1
ETS1,SPRY2
ETS1,SURF1
ETS1,TAF12
ETS1,TBXA2R
ETS1,TBXAS1
ETS1,TCEAL1
ETS1,TERT
ETS1,TFAP2A
ETS1,TFRC
ETS1,TGFBR2
ETS1,THBS1
ETS1,TIMP1
ETS1,TNC
ETS1,TNF
ETS1,TNFRSF10A
ETS1,TNFRSF10B
ETS1,TNFRSF8
ETS1,TNFSF14
ETS1,TOM1
ETS1,TP53
ETS1,TRA
ETS1,TRB
ETS1,TTYH3
ETS1,VEGFA
ETS1,VWF
ETS1,WAS
ETS1,WT1
ETS1,ZNF175
ETS2,ANGPT2
ETS2,ANPEP
ETS2,BRCA1
ETS2,CD163
ETS2,CDK1
ETS2,CDKN2A
ETS2,CGA
ETS2,CHRNE
ETS2,CSF2
ETS2,CSF3R
ETS2,EGR1
ETS2,ERG
ETS2,FLI1
ETS2,FOS
ETS2,FOSL1
ETS2,ICAM1
ETS2,IL12B
ETS2,IL5
ETS2,JAK3
ETS2,MDM2
ETS2,MMP3
ETS2,MMP9
ETS2,MSR1
ETS2,MYC
ETS2,PDE7A
ETS2,PSEN1
ETS2,PTHLH
ETS2,TERT
ETS2,TP53
ETS2,VWF
ETV3,NFKB1
ETV4,AGTR1
ETV4,BDKRB1
ETV4,ERBB2
ETV4,ETS1
ETV4,MMP2
ETV4,MMP7
ETV4,MUC4
ETV4,PLAUR
ETV4,PTGS2
ETV4,SYN2
ETV4,TGFBR2
ETV4,TIMP2
ETV4,TNF
ETV4,VIM
ETV4,WT1
FLI1,ERG
FLI1,EYA3
FLI1,FOS
FLI1,GATA1
FLI1,GP6
FLI1,GP9
FLI1,HMOX1
FLI1,ID2
FLI1,IGFBP3
FLI1,ITGA2B
FLI1,MPL
FLI1,TERT
FLI1,TGFBR2
FOS,ACP5
FOS,ACTA1
FOS,ARNT
FOS,BATF3
FOS,BCL2L1
FOS,BCL2L11
FOS,CCL2
FOS,CCL5
FOS,CCND1
FOS,CD40LG
FOS,CD69
FOS,CDH1
FOS,CDK4
FOS,CDKN1A
FOS,CLU
FOS,CREM
FOS,CSF2
FOS,CSTA
FOS,CTSL
FOS,CXCL8
FOS,DDIT3
FOS,ERCC1
FOS,ERCC4
FOS,EZR
FOS,FAS
FOS,FASLG
FOS,FASN
FOS,FGF2
FOS,FOS
FOS,FOSL1
FOS,FOXA1
FOS,GATA3
FOS,GREB1
FOS,GSTP1
FOS,HLA-DRA
FOS,HSPA1A
FOS,HSPH1
FOS,IL12A
FOS,IL12B
FOS,IL1A
FOS,IL1B
FOS,IL2
FOS,IL2RA
FOS,IL4R
FOS,IL6
FOS,ITGA5
FOS,LOXL4
FOS,LRIG2
FOS,MAF
FOS,MELTF
FOS,MMP1
FOS,MMP2
FOS,MMP3
FOS,MMP7
FOS,MMP9
FOS,MYC
FOS,NAT1
FOS,NEFL
FOS,NFATC1
FOS,NFKB1
FOS,NGF
FOS,NOS1
FOS,NOS2
FOS,NPPA
FOS,NQO1
FOS,NR3C1
FOS,NTF3
FOS,NTS
FOS,PDGFB
FOS,PDHA1
FOS,PENK
FOS,PGR
FOS,PLA2G4A
FOS,PLAU
FOS,PLAUR
FOS,PPARD
FOS,PTGS2
FOS,RUNX2
FOS,SMAD4
FOS,SMAD7
FOS,SP3
FOS,SPRR3
FOS,SRR
FOS,STAR
FOS,STIM1
FOS,TNFAIP6
FOS,TP53
FOS,UBP1
FOS,VDR
FOS,VEGFA
FOS,VEGFD
FOSL1,CDKN2A
FOSL1,CLU
FOSL1,ELN
FOSL1,GCLC
FOSL1,IL6
FOSL1,ITGB3
FOSL1,IVL
FOSL1,MMP1
FOSL1,MMP9
FOSL1,NQO1
FOSL1,PLAUR
FOSL2,BCL6
FOSL2,BRCA1
FOSL2,CCR4
FOSL2,CLU
FOSL2,FOSL1
FOSL2,IVL
FOSL2,MMP13
FOSL2,NOS2
FOSL2,PLAUR
FOSL2,UGT2B15
FOXA1,ABCA1
FOXA1,AGR2
FOXA1,APOA1
FOXA1,APOB
FOXA1,BCL2
FOXA1,BRCA1
FOXA1,CCNG2
FOXA1,CEBPA
FOXA1,CFTR
FOXA1,CYP7A1
FOXA1,ERBB3
FOXA1,ESR1
FOXA1,FOXC1
FOXA1,G6PC
FOXA1,GREB1
FOXA1,HSPA1A
FOXA1,IFI27
FOXA1,KLK3
FOXA1,KRT7
FOXA1,MUC4
FOXA1,MYC
FOXA1,NF1
FOXA1,PDX1
FOXA1,RET
FOXA1,RPRM
FOXA1,SCGB1A1
FOXA1,SFTPB
FOXA1,TFF1
FOXA1,TTR
FOXA1,UGT2B15
FOXA1,UGT2B17
FOXA2,APOA1
FOXA2,CDH1
FOXA2,CFTR
FOXA2,CYP7A1
FOXA2,G6PC
FOXA2,HHEX
FOXA2,MUC4
FOXA2,PDX1
FOXA2,TTR
FOXA3,CYP2C19
FOXA3,CYP2C8
FOXA3,CYP2C9
FOXD3,ZNF175
FOXF1,GH2
FOXL2,AMH
FOXL2,ATF3
FOXL2,BCL2A1
FOXL2,CCL20
FOXL2,CCL3
FOXL2,CCL3L1
FOXL2,CCL3L3
FOXL2,CH25H
FOXL2,CXCL2
FOXL2,CXCL3
FOXL2,CYP17A1
FOXL2,CYP19A1
FOXL2,FOS
FOXL2,FOXL2
FOXL2,FSHB
FOXL2,IER3
FOXL2,IFNL1
FOXL2,IL11
FOXL2,NR5A2
FOXL2,PPARGC1A
FOXL2,PTGS2
FOXL2,SIRT1
FOXL2,SOD2
FOXL2,TNFAIP3
FOXM1,AURKB
FOXM1,BIRC5
FOXM1,BMI1
FOXM1,BRCA2
FOXM1,CCNB1
FOXM1,CCND1
FOXM1,CCND2
FOXM1,CDC25A
FOXM1,CDC25B
FOXM1,CDC25C
FOXM1,CDC6
FOXM1,CDK1
FOXM1,CDKN1A
FOXM1,CDKN1B
FOXM1,CDX2
FOXM1,CENPA
FOXM1,CENPB
FOXM1,CENPF
FOXM1,CKS1B
FOXM1,CYP7A1
FOXM1,ESR1
FOXM1,FOS
FOXM1,FOXF1
FOXM1,ITGB1
FOXM1,LAMA2
FOXM1,LAMA4
FOXM1,MMP2
FOXM1,MYC
FOXM1,ONECUT1
FOXM1,PECAM1
FOXM1,PLK1
FOXM1,SKP2
FOXM1,VEGFA
FOXM1,XRCC1
FOXO1,ABCB1
FOXO1,AGRP
FOXO1,ALPI
FOXO1,ANGPT2
FOXO1,BCL2L11
FOXO1,CAV1
FOXO1,CCNB1
FOXO1,CCNB2
FOXO1,CCND1
FOXO1,CCND2
FOXO1,CCNG2
FOXO1,CDKN1A
FOXO1,CDKN1B
FOXO1,CDKN1C
FOXO1,CDKN2B
FOXO1,CDKN2D
FOXO1,CNOT8
FOXO1,CNR1
FOXO1,DAAM1
FOXO1,DAPK1
FOXO1,DUSP4
FOXO1,EIF4EBP1
FOXO1,G6PC
FOXO1,IGFBP1
FOXO1,IL1B
FOXO1,KLF2
FOXO1,MCM5
FOXO1,NOS3
FOXO1,PCK1
FOXO1,PCK2
FOXO1,PDK4
FOXO1,PPARG
FOXO1,PRL
FOXO1,RAG1
FOXO1,RPS6KA3
FOXO1,SCP2
FOXO1,SELENOP
FOXO1,SELL
FOXO1,TIMP3
FOXO1,TMEM47
FOXO1,TNFSF10
FOXO1,TRIM63
FOXO1,TXNIP
FOXO3,ABCB1
FOXO3,AR
FOXO3,BCL2L11
FOXO3,BCL6
FOXO3,BNIP3L
FOXO3,CAT
FOXO3,CBLB
FOXO3,CCND1
FOXO3,CCND2
FOXO3,CCNG2
FOXO3,CDKN1A
FOXO3,CDKN2B
FOXO3,CDKN2D
FOXO3,CITED2
FOXO3,DUSP5
FOXO3,DUSP6
FOXO3,ESR1
FOXO3,FASLG
FOXO3,FBXO32
FOXO3,FOXO1
FOXO3,G6PC
FOXO3,GADD45A
FOXO3,GALT
FOXO3,HBP1
FOXO3,ID1
FOXO3,JAK1
FOXO3,KLF4
FOXO3,NOS3
FOXO3,PIK3CA
FOXO3,PINK1
FOXO3,PLAU
FOXO3,PRDX3
FOXO3,RBL2
FOXO3,SIRT1
FOXO3,SOD2
FOXO3,STK11
FOXO3,TNFSF10
FOXO3,TXNIP
FOXO4,BCL2L11
FOXO4,BCL6
FOXO4,CDKN1A
FOXO4,CDKN1B
FOXO4,G6PC
FOXO4,GADD45A
FOXO4,IGFBP1
FOXO4,PCK2
FOXO4,PPARGC1A
FOXO4,RBL2
FOXO4,SCP2
FOXO4,SOD2
FOXO4,SPRY2
FOXO4,TNFSF10
FOXP1,CDKN1A
FOXP1,CSF1R
FOXP1,IL2
FOXP1,KLK3
FOXP1,RAG1
FOXP1,SFTPC
FOXP1,TCF4
FOXP2,CNTNAP2
FOXP2,MET
FOXP2,PLAUR
FOXP3,CCR4
FOXP3,IL2
FOXP3,IL2RA
GABPA,BRCA1
GABPA,TOMM70
GATA1,AGGF1
GATA1,ALAS2
GATA1,CCR3
GATA1,COPS5
GATA1,CYBB
GATA1,EPO
GATA1,GFI1B
GATA1,GP6
GATA1,HBB
GATA1,HBG1
GATA1,HEMGN
GATA1,NFE2
GATA1,PF4
GATA1,TBXA2R
GATA1,WT1
GATA2,ACKR1
GATA2,ADH1A
GATA2,AMOTL1
GATA2,ANGPT2
GATA2,APEX1
GATA2,AR
GATA2,ARRDC4
GATA2,CCM2
GATA2,CCRL2
GATA2,CTSH
GATA2,CYBB
GATA2,DPYSL2
GATA2,EFCAB2
GATA2,ELMO1
GATA2,EPO
GATA2,FCER1A
GATA2,FDPS
GATA2,FOXO3
GATA2,GATA1
GATA2,GPR146
GATA2,GULP1
GATA2,HMGB1
GATA2,HTR5A
GATA2,ICAM4
GATA2,IL1RL1
GATA2,LYL1
GATA2,MS4A2
GATA2,MYC
GATA2,NOS3
GATA2,PECAM1
GATA2,PLSCR2
GATA2,PNPLA8
GATA2,PPARG
GATA2,PPP1R15A
GATA2,PSD4
GATA2,SGK1
GATA2,TGFB2
GATA2,TNFAIP8L1
GATA2,VWA5A
GATA2,WT1
GATA3,ABCC2
GATA3,ANXA2P3
GATA3,APBA1
GATA3,ARNT2
GATA3,ATP2B1
GATA3,ATXN10
GATA3,BCAS3
GATA3,BLCAP
GATA3,BPIFB1
GATA3,CD40LG
GATA3,CD8A
GATA3,CD8B
GATA3,CDH1
GATA3,CDX2
GATA3,EDN1
GATA3,EGFR
GATA3,EPHA7
GATA3,EPO
GATA3,EPOR
GATA3,ERG
GATA3,ESR1
GATA3,FBXO11
GATA3,FN1
GATA3,FNDC3B
GATA3,FOXC1
GATA3,GALNT10
GATA3,GATA3
GATA3,GCNT4
GATA3,GREB1
GATA3,GRM7
GATA3,IFNG
GATA3,IL12RB2
GATA3,IL13
GATA3,IL2RA
GATA3,IL4
GATA3,IL4R
GATA3,IL5
GATA3,ITPK1
GATA3,KMT2E
GATA3,MAF
GATA3,MDM2
GATA3,MYC
GATA3,MYRIP
GATA3,NCOA3
GATA3,NETO1
GATA3,NFKB1
GATA3,NRCAM
GATA3,PDE3A
GATA3,PDE7B
GATA3,PPARG
GATA3,RBMS1
GATA3,RHOH
GATA3,RPL29P19
GATA3,SEPTIN7
GATA3,SH3KBP1
GATA3,SLC24A3
GATA3,SLCO4C1
GATA3,SLIT2
GATA3,SPEF2
GATA3,SST
GATA3,ST8SIA6
GATA3,SVIL
GATA3,TCF7L2
GATA3,TEK
GATA3,TET2
GATA3,TFF1
GATA3,TGFBR3
GATA3,TLR5
GATA3,UST
GATA3,VAPB
GATA3,ZEB1
GATA3,ZNF217
GATA3,ZNF507
GATA3,ZXDC
GATA4,ADA
GATA4,CYP17A1
GATA4,ERBB2
GATA4,IL5
GATA4,NOS3
GATA4,NPPA
GATA6,APOA1
GATA6,CYP17A1
GCM2,PTH
GFI1,BAX
GFI1,GFI1B
GFI1B,MEF2C
GLI1,BCL2
GLI1,CCND2
GLI1,EGR2
GLI1,IGFBP6
GLI1,PTCH1
GLI1,SFRP1
GLI1,SLIT2
GLI2,BCL2
GLI2,CCND1
GLI2,COL5A2
GLI2,EFEMP1
GLI2,FAS
GLI2,FGF13
GLI2,FOXA2
GLI2,FOXE1
GLI2,FST
GLI2,GLI1
GLI2,IFNGR1
GLI2,LUM
GLI2,PCNA
GLI2,PTCH1
GLI2,UGCG
GLI2,WNT2B
GLI3,PTCH2
GTF2I,SIRT1
HBP1,MIF
HBP1,NCF1
HBP1,RUNX1
HES1,ASCL1
HES1,DBF4
HES1,E2F1
HES1,PTGDS
HEY1,KDR
HEY2,ACTA2
HEY2,GATA6
HHEX,HNF4A
HIC1,ACKR3
HIC1,ATOH1
HIC1,E2F1
HIC1,EPHA2
HIC1,FGFBP1
HIC1,SIRT1
HIC1,VLDLR
HIF1A,ABCA1
HIF1A,ABCB1
HIF1A,ABCG2
HIF1A,ADAM17
HIF1A,ADIPOQ
HIF1A,ADM
HIF1A,ADORA2B
HIF1A,AGT
HIF1A,ALAS2
HIF1A,ALDOA
HIF1A,ANGPT2
HIF1A,ANKRD37
HIF1A,APH1A
HIF1A,APLN
HIF1A,AQP1
HIF1A,AURKA
HIF1A,BAX
HIF1A,BCL2L1
HIF1A,BHLHE40
HIF1A,BHLHE41
HIF1A,BIRC5
HIF1A,BNIP3
HIF1A,BNIP3L
HIF1A,CA9
HIF1A,CCL2
HIF1A,CCN2
HIF1A,CCND1
HIF1A,CD36
HIF1A,CDH13
HIF1A,CDKN1A
HIF1A,CDKN1B
HIF1A,CEACAM5
HIF1A,CITED2
HIF1A,COX4I1
HIF1A,COX4I2
HIF1A,CP
HIF1A,CXCL12
HIF1A,CXCR4
HIF1A,CYGB
HIF1A,DDIT4
HIF1A,1-Dec
HIF1A,E2F3
HIF1A,EDN1
HIF1A,EDNRB
HIF1A,EGLN1
HIF1A,EGLN3
HIF1A,ENG
HIF1A,ENO1
HIF1A,ENO2
HIF1A,EPO
HIF1A,ERCC6
HIF1A,ERRFI1
HIF1A,ETS1
HIF1A,FAM162A
HIF1A,FECH
HIF1A,FGF2
HIF1A,FHL1
HIF1A,FLT1
HIF1A,FOXM1
HIF1A,FURIN
HIF1A,GAPDH
HIF1A,GBE1
HIF1A,GCK
HIF1A,GFPT1
HIF1A,GPX3
HIF1A,GRIN1
HIF1A,GYS1
HIF1A,HEY1
HIF1A,HK1
HIF1A,HK2
HIF1A,HMGCR
HIF1A,HMOX1
HIF1A,HSP90B1
HIF1A,HSPA1B
HIF1A,ID2
HIF1A,IGFBP1
HIF1A,IL1B
HIF1A,IL20
HIF1A,ILK
HIF1A,ITGB1
HIF1A,ITGB2
HIF1A,KDM3A
HIF1A,KDM4B
HIF1A,KITLG
HIF1A,KLK3
HIF1A,LDHA
HIF1A,LEP
HIF1A,LGALS1
HIF1A,LOX
HIF1A,MCL1
HIF1A,MET
HIF1A,MIF
HIF1A,MMP14
HIF1A,MUC1
HIF1A,MUC5AC
HIF1A,NAMPT
HIF1A,NOS2
HIF1A,NOS3
HIF1A,NPM1
HIF1A,NPPB
HIF1A,NR3C1
HIF1A,NR4A1
HIF1A,NR4A3
HIF1A,NT5E
HIF1A,NTN1
HIF1A,NTRK1
HIF1A,PDK3
HIF1A,PFKFB3
HIF1A,PFKFB4
HIF1A,PFKL
HIF1A,PFKP
HIF1A,PGAM1
HIF1A,PGK1
HIF1A,PKM
HIF1A,PLA2G4A
HIF1A,PLAUR
HIF1A,PMAIP1
HIF1A,POLI
HIF1A,PPIA
HIF1A,PPP1R10
HIF1A,PPP1R3C
HIF1A,PPP5C
HIF1A,PTGS2
HIF1A,RNF7
HIF1A,RORA
HIF1A,SERPINE1
HIF1A,SLC11A1
HIF1A,SLC16A4
HIF1A,SLC2A1
HIF1A,SOCS1
HIF1A,SPHK1
HIF1A,STC2
HIF1A,TERT
HIF1A,TF
HIF1A,TFF3
HIF1A,TFRC
HIF1A,TGFB3
HIF1A,TIMP1
HIF1A,TLR2
HIF1A,TLR4
HIF1A,TLR6
HIF1A,TP53
HIF1A,TUBB3
HIF1A,TWIST1
HIF1A,VEGFA
HIF1A,VEGFB
HIF1A,VEGFD
HIF1A,VHL
HIF1A,ZNF217
HLF,DBP
HLF,RUNX1
HMGA1,CDC25A
HNF1A,AKR1C4
HNF1A,ALB
HNF1A,APOH
HNF1A,CDH17
HNF1A,CRP
HNF1A,CYP3A4
HNF1A,CYP7A1
HNF1A,FGL1
HNF1A,G6PC
HNF1A,HNF4A
HNF1A,IGF1
HNF1A,IGFBP1
HNF1A,INS
HNF1A,MIA2
HNF1A,MTTP
HNF1A,PDX1
HNF1A,PROC
HNF1A,SLC22A10
HNF1A,SLC22A9
HNF1A,SLC2A2
HNF1A,UGT1A1
HNF1A,UGT1A10
HNF1A,UGT1A6
HNF1A,UGT1A8
HNF1A,UGT1A9
HNF1A,UGT2B17
HNF1A,UGT2B7
HNF4A,ABCC2
HNF4A,ABCC6
HNF4A,ABCG5
HNF4A,ABCG8
HNF4A,ACAT2
HNF4A,ACOT13
HNF4A,ADAMTS1
HNF4A,AFP
HNF4A,AKR1C4
HNF4A,ALDH6A1
HNF4A,ALDOB
HNF4A,ANK3
HNF4A,APOA1
HNF4A,APOA2
HNF4A,APOA4
HNF4A,APOB
HNF4A,APOC3
HNF4A,BPHL
HNF4A,C1QTNF5
HNF4A,C3
HNF4A,CDKN1A
HNF4A,CEACAM1
HNF4A,CEBPA
HNF4A,CLDN4
HNF4A,CYP26A1
HNF4A,CYP27A1
HNF4A,CYP2B6
HNF4A,CYP2C8
HNF4A,CYP2C9
HNF4A,CYP2D6
HNF4A,CYP3A4
HNF4A,CYP7A1
HNF4A,CYP8B1
HNF4A,DSC2
HNF4A,EBP
HNF4A,EFHD1
HNF4A,EPHX1
HNF4A,EPHX2
HNF4A,EPO
HNF4A,EPS15L1
HNF4A,F10
HNF4A,F2
HNF4A,FABP2
HNF4A,G6PC
HNF4A,G6PC3
HNF4A,GFER
HNF4A,GH1
HNF4A,GHR
HNF4A,GPR39
HNF4A,GUCY2C
HNF4A,HNF1A
HNF4A,LDLR
HNF4A,LIPC
HNF4A,MME
HNF4A,MYC
HNF4A,NELL2
HNF4A,NPC1L1
HNF4A,NR1I2
HNF4A,PCK1
HNF4A,PCK2
HNF4A,PCSK9
HNF4A,PKLR
HNF4A,PPARA
HNF4A,PROS1
HNF4A,PROZ
HNF4A,PRPF3
HNF4A,RNASE2
HNF4A,SELENOP
HNF4A,SERPINA1
HNF4A,SERPINC1
HNF4A,SHBG
HNF4A,SLC22A6
HNF4A,SLC26A3
HNF4A,SLC2A2
HNF4A,SOAT2
HNF4A,SULT2A1
